,phi_yaw_arr,phi_pitch_arr,gc_yaw_arr,gc_pitch_arr,time_arr
0,0.0,0.0,29.99267578125,0.0,0.05774950981140137
1,0.0,0.0,30.08056640625,0.0,0.10807585716247559
2,0.0,0.0,30.41015625,0.02197265625,0.1652076244354248
3,0.0,0.0,31.57470703125,0.0,0.21551799774169922
4,0.0,0.0,32.62939453125,-0.02197265625,0.26578259468078613
5,0.0,0.0,34.27734375,0.02197265625,0.3161616325378418
6,0.0,0.0,36.4306640625,0.02197265625,0.3665616512298584
7,0.0,0.0,38.232421875,0.0,0.41687655448913574
8,18.390824469048784,-0.1440271716381183,40.10009765625,0.0,0.46718835830688477
9,18.390824469048784,-0.1440271716381183,42.275390625,0.0,0.5178561210632324
10,18.390824469048784,-0.1440271716381183,44.18701171875,0.02197265625,0.5682237148284912
11,18.474845149487866,0.4330563286378748,46.0546875,-0.02197265625,0.618635892868042
12,18.474845149487866,0.4330563286378748,47.900390625,0.0,0.6690924167633057
13,18.474845149487866,0.4330563286378748,50.07568359375,0.02197265625,0.7196059226989746
14,15.642459630112665,0.07209515424491464,52.2509765625,0.0439453125,0.7700269222259521
15,15.642459630112665,0.07209515424491464,53.85498046875,-0.02197265625,0.8203725814819336
16,15.642459630112665,0.07209515424491464,56.07421875,0.0,0.8708071708679199
17,12.310616839048748,0.07193201739320365,57.98583984375,0.0439453125,0.9215822219848633
18,12.310616839048748,0.07193201739320365,60.1611328125,0.0439453125,0.9719171524047852
19,12.310616839048748,0.07193201739320365,61.7431640625,0.0,1.022263526916504
20,7.6913972137251925,0.07242033595658803,63.9404296875,0.0,1.0727086067199707
21,7.6913972137251925,0.07242033595658803,65.830078125,0.06591796875,1.123077154159546
22,7.6913972137251925,0.07242033595658803,67.7197265625,-0.0439453125,1.1734650135040283
23,7.6913972137251925,0.07242033595658803,69.873046875,-0.0439453125,1.2238948345184326
24,0.19213341195594502,0.21677342060587002,70.86181640625,0.0,1.2743091583251953
25,0.19213341195594502,0.21677342060587002,71.38916015625,0.0439453125,1.324754238128662
26,0.19213341195594502,0.21677342060587002,71.103515625,-0.0439453125,1.375176191329956
27,-7.626061944303523,0.5825887815962218,70.59814453125,-0.0439453125,1.4290685653686523
28,-7.626061944303523,0.5825887815962218,18.6328125,0.17578125,1.4793329238891602
29,-7.626061944303523,0.5825887815962218,69.43359375,0.02197265625,1.5296709537506104
30,-7.626061944303523,0.5825887815962218,67.60986328125,0.0439453125,1.580242395401001
31,-14.574198691888961,-0.433056328637873,65.830078125,-0.0439453125,1.6306936740875244
32,-14.574198691888961,-0.433056328637873,63.6328125,-0.0439453125,1.6809980869293213
33,-14.574198691888961,-0.433056328637873,61.76513671875,0.0,1.7319436073303223
34,-15.78041519078162,1.6986245420395907,59.8974609375,0.0439453125,1.7826135158538818
35,-15.78041519078162,1.6986245420395907,58.0517578125,-0.0439453125,1.8329174518585205
36,-15.78041519078162,1.6986245420395907,55.83251953125,-0.0439453125,1.8832340240478516
37,-15.78041519078162,1.6986245420395907,53.94287109375,0.0,1.9336085319519043
38,-15.78041519078162,2.1461410189398347,51.70166015625,0.02197265625,1.9839377403259277
39,-15.78041519078162,2.1461410189398347,49.85595703125,0.0,2.0342655181884766
40,-15.78041519078162,2.1461410189398347,47.98828125,-0.0439453125,2.0845701694488525
41,-11.7988084040725,0.4350050058315986,45.81298828125,-0.02197265625,2.1353139877319336
42,-11.7988084040725,0.4350050058315986,44.23095703125,-0.02197265625,2.185645580291748
43,-11.7988084040725,0.4350050058315986,42.01171875,-0.0439453125,2.235982656478882
44,-11.7988084040725,0.4350050058315986,40.10009765625,0.0,2.286405086517334
45,-7.178936579968655,0.5092023572018007,37.90283203125,0.0,2.336725950241089
46,-7.178936579968655,0.5092023572018007,36.03515625,0.0,2.386974334716797
47,-7.178936579968655,0.5092023572018007,34.1455078125,-0.02197265625,2.437286138534546
48,1.4430337281868617,0.07209515424491464,32.255859375,0.0,2.4876599311828613
49,1.4430337281868617,0.07209515424491464,30.65185546875,0.0,2.5380122661590576
50,1.4430337281868617,0.07209515424491464,30.41015625,-0.02197265625,2.588339328765869
51,1.4430337281868617,0.07209515424491464,31.3330078125,0.02197265625,2.638765811920166
52,8.254813319203578,-1.7763568394002505e-15,32.51953125,0.0,2.6890957355499268
53,8.254813319203578,-1.7763568394002505e-15,33.837890625,0.0,2.739407539367676
54,8.254813319203578,-1.7763568394002505e-15,36.0791015625,0.0,2.78979754447937
55,12.995981475617779,0.21677342060587002,37.5732421875,0.0,2.8401787281036377
56,12.995981475617779,0.21677342060587002,39.70458984375,0.0,2.890685558319092
57,12.995981475617779,0.21677342060587002,41.59423828125,0.0,2.9411652088165283
58,17.32958175317286,-0.28805363175023757,43.4619140625,0.0439453125,2.9919273853302
59,17.32958175317286,-0.28805363175023757,45.3515625,0.0,3.0426177978515625
60,17.32958175317286,-0.28805363175023757,47.5048828125,-0.02197265625,3.092945098876953
61,17.32958175317286,-0.28805363175023757,49.37255859375,0.0439453125,3.143437623977661
62,15.699857947005208,0.0,51.240234375,0.0,3.1939330101013184
63,15.699857947005208,0.0,53.1298828125,0.0,3.244220495223999
64,15.699857947005208,0.0,55.0634765625,0.06591796875,3.2945778369903564
65,12.339104068503337,0.1440271716381165,57.28271484375,0.06591796875,3.3449623584747314
