,phi_yaw_arr,phi_pitch_arr,time_arr
0,0.0,0.0,0.008379459381103516
1,0.0,0.0,0.05782175064086914
2,0.0,0.0,0.10744476318359375
3,0.0,0.0,0.15736031532287598
4,0.0,0.0,0.20717740058898926
5,0.0,0.0,0.25768017768859863
6,0.0,0.0,0.3082084655761719
7,0.0,0.0,0.35813403129577637
8,0.0,0.0,0.40810275077819824
9,0.0,0.0,0.4588816165924072
10,0.0,0.0,0.5084316730499268
11,0.0,0.0,0.5585553646087646
12,0.0,0.0,0.6090219020843506
13,0.0,0.0,0.6587183475494385
14,0.0,0.0,0.7086701393127441
15,0.0,0.0,0.7591118812561035
16,0.0,0.0,0.8094086647033691
17,0.0,0.0,0.8593704700469971
18,0.0,0.0,0.9092798233032227
19,0.0,0.0,0.9594480991363525
20,0.0,0.0,1.0096733570098877
21,0.0,0.0,1.059671401977539
22,0.0,0.0,1.109983205795288
23,0.0,0.0,1.1602051258087158
24,0.0,0.0,1.2100791931152344
25,0.0,0.0,1.2605276107788086
26,0.0,0.0,1.310533046722412
27,0.0,0.0,1.3607227802276611
28,0.0,0.0,1.4108946323394775
29,0.0,0.0,1.4609811305999756
30,0.0,0.0,1.5111241340637207
31,0.0,0.0,1.5610785484313965
32,0.0,0.0,1.6110904216766357
33,0.0,0.0,1.6613755226135254
34,0.0,0.0,1.7115399837493896
35,0.0,0.0,1.7616662979125977
36,0.0,0.0,1.8117945194244385
37,0.0,0.0,1.86167311668396
38,0.0,0.0,1.9118821620941162
39,0.0,0.0,1.9620277881622314
40,0.0,0.0,2.012338399887085
41,0.0,0.0,2.0629453659057617
42,0.0,0.0,2.1125617027282715
43,0.0,0.0,2.162620782852173
44,0.0,0.0,2.2126266956329346
45,0.0,0.0,2.2631678581237793
46,0.0,0.0,2.3130574226379395
47,0.0,0.0,2.3632681369781494
48,0.0,0.0,2.4132559299468994
49,0.0,0.0,2.4633302688598633
50,0.0,0.0,2.5137650966644287
51,0.0,0.0,2.5636696815490723
52,0.0,0.0,2.6137912273406982
53,0.0,0.0,2.6641392707824707
54,0.0,0.0,2.7141966819763184
55,0.0,0.0,2.764289379119873
56,0.0,0.0,2.8142335414886475
57,0.0,0.0,2.864252805709839
58,0.0,0.0,2.9144320487976074
59,0.0,0.0,2.9645376205444336
60,0.0,0.0,3.014894485473633
61,0.0,0.0,3.0648226737976074
62,0.0,0.0,3.1166889667510986
63,0.0,0.0,3.1654860973358154
64,0.0,0.0,3.2156453132629395
65,0.0,0.0,3.2658567428588867
66,0.0,0.0,3.315783739089966
67,0.0,0.0,3.3659353256225586
68,0.0,0.0,3.416029691696167
69,0.0,0.0,3.4661946296691895
70,0.0,0.0,3.5165629386901855
71,0.0,0.0,3.5668740272521973
72,0.0,0.0,3.6166164875030518
73,0.0,0.0,3.667539119720459
74,2.9814256067198226,-0.1443530846492802,3.728489875793457
75,2.9814256067198226,-0.1443530846492802,3.7676336765289307
76,2.9814256067198226,-0.1443530846492802,3.8172576427459717
77,3.164174261539559,-0.21628510204248386,3.8819360733032227
78,3.164174261539559,-0.21628510204248386,3.9177935123443604
79,3.164174261539559,-0.21628510204248386,3.969334602355957
80,3.4256911279688183,-0.1440271716381183,4.03978705406189
81,3.4256911279688183,-0.1440271716381183,4.0684425830841064
82,3.4256911279688183,-0.1440271716381183,4.1184937953948975
83,-1.4140778038715869,0.0,4.183379888534546
84,-1.4140778038715869,0.0,4.218888759613037
85,-1.4140778038715869,0.0,4.269415616989136
86,-2.59950626976274,-0.1443530846492802,4.3344886302948
87,-2.59950626976274,-0.1443530846492802,4.369601249694824
88,-2.59950626976274,-0.1443530846492802,4.419663906097412
89,-3.724559173139669,-0.07225793040436734,4.481180429458618
90,-3.724559173139669,-0.07225793040436734,4.52060866355896
91,-3.724559173139669,-0.07225793040436734,4.57033634185791
92,-5.791051333425312,-0.14467826636095538,4.6293044090271
93,-5.791051333425312,-0.14467826636095538,4.671117067337036
94,-5.791051333425312,-0.14467826636095538,4.721151351928711
95,-8.163649769156002,0.07242033595658803,4.783048391342163
96,-8.163649769156002,0.07242033595658803,4.823953151702881
97,-8.163649769156002,0.07242033595658803,4.8737757205963135
98,-11.233654892623395,0.07209515424491464,4.930080413818359
99,-11.233654892623395,0.07209515424491464,4.972553730010986
100,-11.233654892623395,0.07209515424491464,5.0230934619903564
101,-14.683538514911419,0.578705552932556,5.080441474914551
102,-14.683538514911419,0.578705552932556,5.124786853790283
103,-14.683538514911419,0.578705552932556,5.176149129867554
104,-13.983437956381833,1.7022565220081454,5.248977422714233
105,-13.983437956381833,1.7022565220081454,5.276237487792969
106,-13.983437956381833,1.7022565220081454,5.324069261550903
107,-13.983437956381833,1.7022565220081454,5.374741792678833
108,-14.30050252352647,3.234667246678681,5.4344964027404785
109,-14.30050252352647,3.234667246678681,5.4750657081604
110,-14.30050252352647,3.234667246678681,5.52618145942688
111,-15.128292887935343,3.801979013708758,5.582584619522095
112,-15.128292887935343,3.801979013708758,5.626327991485596
113,-15.128292887935343,3.801979013708758,5.675486087799072
114,-18.138908660962684,4.145361170260955,5.7430739402771
115,-18.138908660962684,4.145361170260955,5.77628755569458
116,-18.138908660962684,4.145361170260955,5.826195478439331
117,-18.138908660962684,4.145361170260955,5.878930568695068
118,-18.138908660962684,4.145361170260955,5.9303672313690186
119,-18.138908660962684,4.145361170260955,5.9769861698150635
120,-18.138908660962684,4.145361170260955,6.027632236480713
121,-20.72476907708511,5.34748641503595,6.08200216293335
122,-20.72476907708511,5.34748641503595,6.12752628326416
123,-20.72476907708511,5.34748641503595,6.177621603012085
124,-21.05806456544278,5.666444517272717,6.237084150314331
125,-21.05806456544278,5.666444517272717,6.278042316436768
126,-21.05806456544278,5.666444517272717,6.328031539916992
127,-20.59498523978103,6.129907838326763,6.392082214355469
128,-20.59498523978103,6.129907838326763,6.429819345474243
129,-20.59498523978103,6.129907838326763,6.478992700576782
130,-20.59498523978103,6.129907838326763,6.530919075012207
131,-20.01698658606067,6.9020807925419305,6.588115453720093
132,-20.01698658606067,6.9020807925419305,6.629516363143921
133,-20.01698658606067,6.9020807925419305,6.679940462112427
134,-18.473253078871778,7.1538334792089495,6.742764234542847
135,-18.473253078871778,7.1538334792089495,6.780632495880127
136,-18.473253078871778,7.1538334792089495,6.830111503601074
137,-16.648481866481983,7.985550504733919,6.897352933883667
138,-16.648481866481983,7.985550504733919,6.930968284606934
139,-16.648481866481983,7.985550504733919,6.980700731277466
140,-16.146919101915486,7.32210328544651,7.047290563583374
141,-16.146919101915486,7.32210328544651,7.082826852798462
142,-16.146919101915486,7.32210328544651,7.131261587142944
143,-16.146919101915486,7.32210328544651,7.1814491748809814
144,-15.024023210365051,6.962042859813374,7.241527080535889
145,-15.024023210365051,6.962042859813374,7.282463073730469
146,-15.024023210365051,6.962042859813374,7.337306022644043
147,-14.376409064472847,5.073395533209265,7.40436315536499
148,-14.376409064472847,5.073395533209265,7.432131767272949
149,-14.376409064472847,5.073395533209265,7.482792139053345
150,-15.785682514954123,4.185512862755884,7.537566423416138
151,-15.785682514954123,4.185512862755884,7.582876443862915
152,-15.785682514954123,4.185512862755884,7.6332175731658936
153,-18.504926701315437,3.0906400750405627,7.692011833190918
154,-18.504926701315437,3.0906400750405627,7.733574628829956
155,-18.504926701315437,3.0906400750405627,7.78352952003479
156,-17.734746218422195,2.074372489232079,7.847283601760864
157,-17.734746218422195,2.074372489232079,7.884104490280151
158,-17.734746218422195,2.074372489232079,7.934069395065308
159,-17.734746218422195,2.074372489232079,7.984607934951782
160,-16.356257620281713,1.6160594932598027,8.042954206466675
161,-16.356257620281713,1.6160594932598027,8.084968566894531
162,-16.356257620281713,1.6160594932598027,8.13488245010376
163,-15.434790541385118,0.8757985660422101,8.208386182785034
164,-15.434790541385118,0.8757985660422101,8.236774682998657
165,-15.434790541385118,0.8757985660422101,8.28584361076355
166,-11.770155066089465,0.07225793040436557,8.35464072227478
167,-11.770155066089465,0.07225793040436557,8.38822603225708
168,-11.770155066089465,0.07225793040436557,8.437956094741821
169,-11.770155066089465,0.07225793040436557,8.488634586334229
170,-10.224958849778947,0.07225793040436557,8.544138431549072
171,-10.224958849778947,0.07225793040436557,8.588638544082642
172,-10.224958849778947,0.07225793040436557,8.639770030975342
173,-7.626061944303523,0.07225793040436557,8.700191736221313
174,-7.626061944303523,0.07225793040436557,8.739328384399414
175,-7.626061944303523,0.07225793040436557,8.789169073104858
176,-7.626061944303523,0.07225793040436557,8.840443849563599
177,-4.201552045975189,1.7763568394002505e-15,8.906735181808472
178,-4.201552045975189,1.7763568394002505e-15,8.939762115478516
179,-4.201552045975189,1.7763568394002505e-15,8.990203142166138
180,-0.08462153245276838,-0.07193201739320187,9.04808783531189
181,-0.08462153245276838,-0.07193201739320187,9.09227204322815
182,-0.08462153245276838,-0.07193201739320187,9.147881269454956
183,0.0,0.0,9.195231914520264
184,0.0,0.0,9.24112844467163
185,0.0,0.0,9.290979385375977
186,0.0,0.0,9.3417489528656
187,-0.17014503806106518,0.07193201739320365,9.400067806243896
188,-0.17014503806106518,0.07193201739320365,9.441771268844604
189,-0.17014503806106518,0.07193201739320365,9.492143630981445
190,0.4291230485454882,0.0,9.550602197647095
191,0.4291230485454882,0.0,9.592391729354858
192,0.4291230485454882,0.0,9.645947217941284
193,0.9539995907329253,-0.07193201739320187,9.711638689041138
194,0.9539995907329253,-0.07193201739320187,9.742903470993042
195,0.9539995907329253,-0.07193201739320187,9.792861223220825
196,-1.1142486051162024,-0.21628510204248386,9.86656641960144
197,-1.1142486051162024,-0.21628510204248386,9.893579721450806
198,-1.1142486051162024,-0.21628510204248386,9.943712949752808
199,-1.1142486051162024,-0.21628510204248386,9.994861602783203
200,-1.1043306852102095,0.5069370232248005,10.051685571670532
201,-1.1043306852102095,0.5069370232248005,10.094314098358154
202,-1.1043306852102095,0.5069370232248005,10.144606828689575
203,-3.4519768867948972,1.7763568394002505e-15,10.220332384109497
204,-3.4519768867948972,1.7763568394002505e-15,10.245082139968872
205,-3.4519768867948972,1.7763568394002505e-15,10.295564413070679
206,-10.331752040042401,-0.1443530846492802,10.355145931243896
207,-10.331752040042401,-0.1443530846492802,10.39541482925415
208,-10.331752040042401,-0.1443530846492802,10.445658445358276
209,-10.331752040042401,-0.1443530846492802,10.496226072311401
210,-14.285780143133621,-0.2887054379990719,10.55434775352478
211,-14.285780143133621,-0.2887054379990719,10.596699237823486
212,-14.285780143133621,-0.2887054379990719,10.646418333053589
213,-18.080315402815586,1.0239998018412741,10.711309671401978
214,-18.080315402815586,1.0239998018412741,10.747603178024292
215,-18.080315402815586,1.0239998018412741,10.797080516815186
216,-18.080315402815586,1.0239998018412741,10.847769260406494
217,-18.365072902608087,2.164299470807279,10.903011798858643
218,-18.365072902608087,2.164299470807279,10.94786524772644
219,-18.365072902608087,2.164299470807279,10.998073816299438
220,-15.916283314510988,4.443219782684844,11.067694664001465
221,-15.916283314510988,4.443219782684844,11.098750829696655
222,-15.916283314510988,4.443219782684844,11.148791074752808
223,-14.446980661292093,6.91381452173342,11.21071481704712
224,-14.446980661292093,6.91381452173342,11.250719785690308
225,-14.446980661292093,6.91381452173342,11.30389142036438
