,phi_yaw_arr,phi_pitch_arr,time_arr
0,0.0,0.0,0.04047822952270508
1,0.0,0.0,0.07538771629333496
2,0.0,0.0,0.1235189437866211
3,0.0,0.0,0.18832063674926758
4,0.0,0.0,0.23260831832885742
5,0.0,0.0,0.27588534355163574
6,0.0,0.0,0.3436248302459717
7,0.0,0.0,0.38846492767333984
8,0.0,0.0,0.4368624687194824
9,4.464174982677873,0.07225793040436557,0.5004167556762695
10,4.464174982677873,0.07225793040436557,0.5426461696624756
11,4.464174982677873,0.07225793040436557,0.5895488262176514
12,0.5176661661080857,-0.2177466921901754,0.653193473815918
13,0.5176661661080857,-0.2177466921901754,0.7101383209228516
14,0.5176661661080857,-0.2177466921901754,0.7418868541717529
15,6.087353158233668,0.07225793040436557,0.8133199214935303
16,6.087353158233668,0.07225793040436557,0.8459296226501465
17,6.087353158233668,0.07225793040436557,0.8989200592041016
18,0.31060327904341456,-0.43403179423265925,0.9715659618377686
19,0.31060327904341456,-0.43403179423265925,0.9984326362609863
20,0.31060327904341456,-0.43403179423265925,1.0473482608795166
21,0.92720839474668,-0.3612877989301193,1.1166377067565918
22,0.92720839474668,-0.3612877989301193,1.1588406562805176
23,0.92720839474668,-0.3612877989301193,1.1996281147003174
24,-1.3921069236085035,0.1440271716381165,1.2644140720367432
25,-1.3921069236085035,0.1440271716381165,1.303699016571045
26,-1.3921069236085035,0.1440271716381165,1.353151798248291
27,-9.162951192435926,-1.7763568394002505e-15,1.416757583618164
28,-9.162951192435926,-1.7763568394002505e-15,1.471972942352295
29,-9.162951192435926,-1.7763568394002505e-15,1.5205214023590088
30,-12.853013465396062,-0.1443530846492802,1.5821397304534912
31,-12.853013465396062,-0.1443530846492802,1.6253809928894043
32,-12.853013465396062,-0.1443530846492802,1.6736161708831787
33,-7.560015172932131,0.1440271716381165,1.7342896461486816
34,-7.560015172932131,0.1440271716381165,1.780341386795044
35,-7.560015172932131,0.1440271716381165,1.8213653564453125
36,-7.560015172932131,0.1440271716381165,1.874075174331665
37,-8.472951613159925,0.5812975114467172,1.9266014099121094
38,-8.472951613159925,0.5812975114467172,1.9696269035339355
39,-8.472951613159925,0.5812975114467172,2.0258898735046387
40,-2.8206092760992227,-0.07225793040436734,2.1030023097991943
41,-2.8206092760992227,-0.07225793040436734,2.1224334239959717
42,-2.8206092760992227,-0.07225793040436734,2.1701908111572266
43,1.2909018585524326,-0.28935578153691566,2.2415621280670166
44,1.2909018585524326,-0.28935578153691566,2.277785301208496
45,1.2909018585524326,-0.28935578153691566,2.323437452316284
46,1.2909018585524326,-0.28935578153691566,2.3715672492980957
47,7.433977192157783,0.07193201739320365,2.432671546936035
48,7.433977192157783,0.07193201739320365,2.4759111404418945
49,7.433977192157783,0.07193201739320365,2.523585796356201
50,15.895613470775208,-0.653229528839919,2.598145008087158
51,15.895613470775208,-0.653229528839919,2.6282196044921875
52,15.895613470775208,-0.653229528839919,2.6760127544403076
53,15.895613470775208,-0.653229528839919,2.7410895824432373
54,15.895613470775208,-0.653229528839919,2.7769975662231445
55,15.895613470775208,-0.653229528839919,2.828864574432373
56,15.895613470775208,-0.653229528839919,2.877734899520874
57,15.895613470775208,-0.653229528839919,2.9440150260925293
58,15.895613470775208,-0.653229528839919,2.9822590351104736
59,15.895613470775208,-0.653229528839919,3.0297720432281494
60,15.895613470775208,-0.653229528839919,3.0786819458007812
61,15.895613470775208,-0.653229528839919,3.133551597595215
62,18.107691875842285,4.3709618522804785,3.203407049179077
63,18.107691875842285,4.3709618522804785,3.246736526489258
64,18.107691875842285,4.3709618522804785,3.2955498695373535
65,17.849251953868382,3.2542746990425044,3.365560531616211
66,17.849251953868382,3.2542746990425044,3.3997445106506348
67,17.849251953868382,3.2542746990425044,3.4469399452209473
68,13.769216273596212,0.07176852970775549,3.51065731048584
69,13.769216273596212,0.07176852970775549,3.551523208618164
70,13.769216273596212,0.07176852970775549,3.5993223190307617
71,13.769216273596212,0.07176852970775549,3.6596310138702393
72,10.363148726328774,0.07193201739320365,3.715627670288086
73,10.363148726328774,0.07193201739320365,3.752800226211548
74,10.363148726328774,0.07193201739320365,3.7999095916748047
75,6.709521341442823,0.2887054379990719,3.863727331161499
76,6.709521341442823,0.2887054379990719,3.9147915840148926
77,6.709521341442823,0.2887054379990719,3.961071252822876
78,6.709521341442823,0.2887054379990719,4.008542776107788
79,0.40213868175963796,0.07193201739320365,4.076781749725342
80,0.40213868175963796,0.07193201739320365,4.113440275192261
81,0.40213868175963796,0.07193201739320365,4.161401271820068
82,0.40213868175963796,0.07193201739320365,4.209352970123291
83,-4.284388232170598,-0.2172606272920028,4.264277219772339
84,-4.284388232170598,-0.2172606272920028,4.313940048217773
85,-4.284388232170598,-0.2172606272920028,4.3618762493133545
86,-11.656529939021326,0.1440271716381165,4.4213707447052
87,-11.656529939021326,0.1440271716381165,4.458443641662598
88,-11.656529939021326,0.1440271716381165,4.506508111953735
89,-11.656529939021326,0.1440271716381165,4.563518285751343
90,-13.280632249125029,0.6517716048006843,4.633816719055176
91,-13.280632249125029,0.6517716048006843,4.667278051376343
92,-13.280632249125029,0.6517716048006843,4.715188980102539
93,-12.366845760279945,0.07193201739320365,4.779514789581299
94,-12.366845760279945,0.07193201739320365,4.811617612838745
95,-12.366845760279945,0.07193201739320365,4.860733985900879
96,-7.854577247479647,-0.1440271716381183,4.928177356719971
97,-7.854577247479647,-0.1440271716381183,4.964092016220093
98,-7.854577247479647,-0.1440271716381183,5.012279510498047
99,-7.854577247479647,-0.1440271716381183,5.060305595397949
100,1.659576145834544,-0.07225793040436734,5.156661510467529
101,1.659576145834544,-0.07225793040436734,5.164891242980957
102,1.659576145834544,-0.07225793040436734,5.221381664276123
103,9.05908411571692,0.28935578153691743,5.288590908050537
104,9.05908411571692,0.28935578153691743,5.31816029548645
105,9.05908411571692,0.28935578153691743,5.365849018096924
106,13.709176468652847,2.07877045852295,5.4384825229644775
107,13.709176468652847,2.07877045852295,5.478302001953125
108,13.709176468652847,2.07877045852295,5.525611877441406
109,18.022769720465732,7.951494143757727,5.59079384803772
110,18.022769720465732,7.951494143757727,5.633608102798462
111,18.022769720465732,7.951494143757727,5.689549922943115
112,18.022769720465732,7.951494143757727,5.72632622718811
113,20.399832819933287,13.340234913142005,5.812756538391113
114,20.399832819933287,13.340234913142005,5.830854415893555
115,20.399832819933287,13.340234913142005,5.879112720489502
116,20.399832819933287,13.340234913142005,5.927500009536743
117,14.889405688252568,3.801979013708758,5.992962598800659
118,14.889405688252568,3.801979013708758,6.03333044052124
119,14.889405688252568,3.801979013708758,6.088032960891724
120,9.083489558914636,0.3629098515866822,6.146955490112305
121,9.083489558914636,0.3629098515866822,6.192381381988525
122,9.083489558914636,0.3629098515866822,6.249321699142456
123,3.2355304974716343,0.07209515424491464,6.3381524085998535
124,3.2355304974716343,0.07209515424491464,6.353374481201172
125,3.2355304974716343,0.07209515424491464,6.401760578155518
126,-4.6614675979388025,-0.21628510204248386,6.475686073303223
127,-4.6614675979388025,-0.21628510204248386,6.507469415664673
128,-4.6614675979388025,-0.21628510204248386,6.5533998012542725
129,-4.6614675979388025,-0.21628510204248386,6.602004766464233
130,-9.746819119383611,-0.07209515424491464,6.673856019973755
131,-9.746819119383611,-0.07209515424491464,6.705803871154785
132,-9.746819119383611,-0.07209515424491464,6.754333972930908
133,-13.854138428972766,-0.8019349201774073,6.809736967086792
134,-13.854138428972766,-0.8019349201774073,6.858312606811523
135,-13.854138428972766,-0.8019349201774073,6.906881093978882
136,-15.549999999999999,-0.5812975114467154,6.978609561920166
137,-15.549999999999999,-0.5812975114467154,7.019861936569214
138,-15.549999999999999,-0.5812975114467154,7.06730580329895
139,-15.119764996772018,-0.5080710576997234,7.135384798049927
140,-15.119764996772018,-0.5080710576997234,7.187200307846069
141,-15.119764996772018,-0.5080710576997234,7.219563007354736
142,-12.793496565110534,0.0,7.28246283531189
143,-12.793496565110534,0.0,7.326566219329834
